Name,Team,Position,PositionExp,PositionGrp,Side,Age,Height,Weight,Years,Playtime,College,Jersey
L.J. McCray,San Francisco,S,Safety,Defensive Back,Defense,25,72,210,3,1-4 Yrs,Catawba,31
Antoine Bethea,San Francisco,S,Safety,Defensive Back,Defense,31,71,206,11,9-12 Yrs,Howard,41
Jimmie Ward,San Francisco,SS,Strong Safety,Defensive Back,Defense,25,71,193,3,1-4 Yrs,Northern Illinois,25
Jaquiski Tartt,San Francisco,SS,Strong Safety,Defensive Back,Defense,24,73,221,2,1-4 Yrs,Samford,29
Kyle Nelson,San Francisco,TE,Tight End,Tight End,Offense,29,74,240,5,5-8 Yrs,New Mexico State,86
Je'Ron Hamm,San Francisco,TE,Tight End,Tight End,Offense,24,75,236,2,1-4 Yrs,Louisiana Monroe,83
Vance McDonald,San Francisco,TE,Tight End,Tight End,Offense,26,76,267,4,1-4 Yrs,Rice,89
Busta Anderson,San Francisco,TE,Tight End,Tight End,Offense,23,76,246,2,1-4 Yrs,South Carolina,48
Garrett Celek,San Francisco,TE,Tight End,Tight End,Offense,28,77,252,5,5-8 Yrs,Michigan State,88
Blake Bell,San Francisco,TE,Tight End,Tight End,Offense,24,78,252,2,1-4 Yrs,Oklahoma,84
Torrey Smith,San Francisco,WR,Wide Receiver,Wide Receiver,Offense,27,72,205,6,5-8 Yrs,Maryland,82
Quinton Patton,San Francisco,WR,Wide Receiver,Wide Receiver,Offense,25,72,204,4,1-4 Yrs,Louisiana Tech,11
DeAndrew White,San Francisco,WR,Wide Receiver,Wide Receiver,Offense,24,72,192,2,1-4 Yrs,Alabama,18
Aaron Burbridge,San Francisco,WR,Wide Receiver,Wide Receiver,Offense,22,72,210,0,Rookie,Michigan State,16
Bruce Ellington,San Francisco,WR,Wide Receiver,Wide Receiver,Offense,24,69,197,3,1-4 Yrs,South Carolina,10
Bryce Treggs,San Francisco,WR,Wide Receiver,Wide Receiver,Offense,22,71,181,0,Rookie,California,NA
Jerome Simpson,San Francisco,WR,Wide Receiver,Wide Receiver,Offense,30,74,190,7,5-8 Yrs,Coastal Carolina,14
Dres Anderson,San Francisco,WR,Wide Receiver,Wide Receiver,Offense,24,74,190,2,1-4 Yrs,Utah,17
DiAndre Campbell,San Francisco,WR,Wide Receiver,Wide Receiver,Offense,24,74,206,1,1-4 Yrs,Washington,19
DeAndre Smelter,San Francisco,WR,Wide Receiver,Wide Receiver,Offense,24,74,227,1,1-4 Yrs,Georgia Tech,15
Eric Rogers,San Francisco,WR,Wide Receiver,Wide Receiver,Offense,25,75,210,0,Rookie,Cal Lutheran,1
Devon Cajuste,San Francisco,WR,Wide Receiver,Wide Receiver,Offense,23,75,216,0,Rookie,Stanford,NA
Joey Hunt,Seattle,C,Center,Offensive Line,Offense,22,72,295,0,Rookie,TCU,55
Patrick Lewis,Seattle,C,Center,Offensive Line,Offense,25,73,311,4,1-4 Yrs,Texas A&M,65
Kristjan Sokoli,Seattle,C,Center,Offensive Line,Offense,24,77,302,2,1-4 Yrs,Buffalo,67
Jeremy Lane,Seattle,CB,Cornerback,Defensive Back,Defense,26,72,190,5,5-8 Yrs,Northwestern State,20
Trovon Reed,Seattle,CB,Cornerback,Defensive Back,Defense,25,72,190,1,1-4 Yrs,Auburn,37
Tye Smith,Seattle,CB,Cornerback,Defensive Back,Defense,23,72,195,2,1-4 Yrs,Towson,21
Marcus Burley,Seattle,CB,Cornerback,Defensive Back,Defense,26,71,185,4,1-4 Yrs,Delaware,28
DeAndre Elliott,Seattle,CB,Cornerback,Defensive Back,Defense,23,73,188,0,Rookie,Colorado State,NA
George Farmer,Seattle,CB,Cornerback,Defensive Back,Defense,23,73,215,1,1-4 Yrs,USC,41
Douglas McNeil III,Seattle,CB,Cornerback,Defensive Back,Defense,28,75,200,1,1-4 Yrs,Bowie State Bulldogs,19
Richard Sherman,Seattle,CB,Cornerback,Defensive Back,Defense,28,75,195,6,5-8 Yrs,Stanford,25
Stanley Jean-Baptiste,Seattle,CB,Cornerback,Defensive Back,Defense,26,75,218,2,1-4 Yrs,Nebraska,30
Tharold Simon,Seattle,CB,Cornerback,Defensive Back,Defense,25,75,202,4,1-4 Yrs,LSU,27
Brandon Browner,Seattle,CB,Cornerback,Defensive Back,Defense,31,76,221,7,5-8 Yrs,Oregon State,NA
DeAngelo Tyson,Seattle,DE,Defensive End,Front Seven,Defense,27,74,315,3,1-4 Yrs,Georgia,NA
David Perkins,Seattle,DE,Defensive End,Front Seven,Defense,23,74,225,0,Rookie,Illinois State,NA
Chris Clemons,Seattle,DE,Defensive End,Front Seven,Defense,34,75,255,13,13+ Yrs,Georgia,91
Cliff Avril,Seattle,DE,Defensive End,Front Seven,Defense,30,75,260,9,9-12 Yrs,Purdue,56
Frank Clark,Seattle,DE,Defensive End,Front Seven,Defense,23,75,272,2,1-4 Yrs,Michigan,55
Michael Bennett,Seattle,DE,Defensive End,Front Seven,Defense,30,76,274,8,5-8 Yrs,Texas A&M,72
Ryan Robinson,Seattle,DE,Defensive End,Front Seven,Defense,25,76,255,3,1-4 Yrs,Oklahoma State,44
Cassius Marsh,Seattle,DE,Defensive End,Front Seven,Defense,24,76,254,3,1-4 Yrs,UCLA,91
Brandin Bryant,Seattle,DL,Defensive Lineman,Front Seven,Defense,22,74,260,0,Rookie,Florida Atlantic,NA
Jordan Hill,Seattle,DT,Defensive Tackle,Front Seven,Defense,25,73,303,4,1-4 Yrs,Penn State,97
Ahtyba Rubin,Seattle,DT,Defensive Tackle,Front Seven,Defense,29,74,325,9,9-12 Yrs,Iowa State,77
Sealver Siliga,Seattle,DT,Defensive Tackle,Front Seven,Defense,26,74,325,5,5-8 Yrs,Utah,96
Justin Hamilton,Seattle,DT,Defensive Tackle,Front Seven,Defense,22,74,311,1,1-4 Yrs,Louisiana Lafayette,98
Jarran Reed,Seattle,DT,Defensive Tackle,Front Seven,Defense,23,75,311,0,Rookie,Alabama,90
Quinton Jefferson,Seattle,DT,Defensive Tackle,Front Seven,Defense,23,76,289,0,Rookie,Maryland,99
Taniela Tupou,Seattle,FB,Fullback,Tailback,Offense,NA,74,282,0,Rookie,Washington,NA
Earl Thomas,Seattle,FS,Free Safety,Defensive Back,Defense,27,70,202,7,5-8 Yrs,Texas,29
Steven Terrell,Seattle,FS,Free Safety,Defensive Back,Defense,25,70,197,4,1-4 Yrs,Texas A&M,23
Will Pericak,Seattle,G,Guard,Offensive Line,Offense,26,75,300,1,1-4 Yrs,Colorado,75
Rees Odhiambo,Seattle,G,Guard,Offensive Line,Offense,23,76,301,0,Rookie,Boise State,71
Justin Britt,Seattle,G,Guard,Offensive Line,Offense,25,78,325,3,1-4 Yrs,Missouri,68
Bobby Wagner,Seattle,LB,Linebacker,Front Seven,Defense,26,72,241,5,5-8 Yrs,Utah State,54
Kevin Pierre-Louis,Seattle,LB,Linebacker,Front Seven,Defense,24,72,236,3,1-4 Yrs,Boston College,58
Kyle Coleman,Seattle,LB,Linebacker,Front Seven,Defense,22,72,231,0,Rookie,Arkansas-Pine Bluff,NA
Brock Coyle,Seattle,LB,Linebacker,Front Seven,Defense,25,73,243,3,1-4 Yrs,Montana,52
Steve Longa,Seattle,LB,Linebacker,Front Seven,Defense,21,73,241,0,Rookie,Rutgers,NA
Montese Overton,Seattle,LB,Linebacker,Front Seven,Defense,24,74,223,0,Rookie,East Carolina,NA
Mike Morgan,Seattle,LB,Linebacker,Front Seven,Defense,28,75,226,6,5-8 Yrs,USC,57
Eric Pinkins,Seattle,LB,Linebacker,Front Seven,Defense,24,75,230,3,1-4 Yrs,San Diego State,47
Pete Robertson,Seattle,LB,Linebacker,Front Seven,Defense,23,75,225,0,Rookie,Texas Tech,NA
K.J. Wright,Seattle,LB,Linebacker,Front Seven,Defense,26,76,246,6,5-8 Yrs,Mississippi State,50
Christian French,Seattle,LB,Linebacker,Front Seven,Defense,23,77,245,0,Rookie,Oregon,NA
Drew Ferris,Seattle,LS,Long Snapper (pre-1970 this may indicate Left Safety),Special Teams,Special Teams,NA,72,205,0,Rookie,Florida,43
Nolan Frese,Seattle,LS,Long Snapper (pre-1970 this may indicate Left Safety),Special Teams,Special Teams,23,74,229,0,Rookie,Houston,NA
Mark Glowinski,Seattle,OG,Offensive Guard,Offensive Line,Offense,24,76,310,2,1-4 Yrs,West Virginia,63
Kona Schwenke,Seattle,OT,Offensive Tackle,Offensive Line,Offense,24,76,285,2,1-4 Yrs,Notre Dame,53
Garry Gilliam,Seattle,OT,Offensive Tackle,Offensive Line,Offense,25,77,306,3,1-4 Yrs,Penn State,79
Terry Poole,Seattle,OT,Offensive Tackle,Offensive Line,Offense,24,77,323,1,1-4 Yrs,San Diego State,69
Germain Ifedi,Seattle,OT,Offensive Tackle,Offensive Line,Offense,22,78,335,0,Rookie,Texas A&M,74
Bradley Sowell,Seattle,OT,Offensive Tackle,Offensive Line,Offense,27,79,315,5,5-8 Yrs,Ole Miss,79
J'Marcus Webb,Seattle,OT,Offensive Tackle,Offensive Line,Offense,27,79,330,6,5-8 Yrs,West Texas A&M,NA
Jon Ryan,Seattle,P,Punter,Special Teams,Special Teams,34,72,217,11,9-12 Yrs,University of Regina,9
Steven Hauschka,Seattle,PK,Place Kicker,Special Teams,Special Teams,31,76,210,9,9-12 Yrs,NC State,4
Russell Wilson,Seattle,QB,Quarterback,QB,Offense,27,71,206,5,5-8 Yrs,Wisconsin,3
Trevone Boykin,Seattle,QB,Quarterback,QB,Offense,22,71,211,0,Rookie,TCU,NA
C.J. Prosise,Seattle,RB,Running Back,Tailback,Offense,22,72,220,0,Rookie,Notre Dame,20
Thomas Rawls,Seattle,RB,Running Back,Tailback,Offense,22,69,215,2,1-4 Yrs,Central Michigan,34
Christine Michael,Seattle,RB,Running Back,Tailback,Offense,25,70,221,4,1-4 Yrs,Texas A&M,32
Alex Collins,Seattle,RB,Running Back,Tailback,Offense,21,71,215,0,Rookie,Arkansas,3
Zac Brooks,Seattle,RB,Running Back,Tailback,Offense,23,73,200,0,Rookie,Clemson,24
DeShawn Shead,Seattle,S,Safety,Defensive Back,Defense,28,74,220,5,5-8 Yrs,Portland State,35
Kelcie McCray,Seattle,S,Safety,Defensive Back,Defense,27,74,202,5,5-8 Yrs,Arkansas State,33
Kam Chancellor,Seattle,S,Safety,Defensive Back,Defense,28,75,232,7,5-8 Yrs,Virginia Tech,31
Tyvis Powell,Seattle,S,Safety,Defensive Back,Defense,22,75,211,0,Rookie,Ohio State,NA
Tanner McEvoy,Seattle,S,Safety,Defensive Back,Defense,23,78,223,0,Rookie,Wisconsin,NA
Brandon Cottom,Seattle,TE,Tight End,Tight End,Offense,23,74,262,1,1-4 Yrs,Purdue,44
Cooper Helfet,Seattle,TE,Tight End,Tight End,Offense,27,75,239,5,5-8 Yrs,Duke,84
Brandon Williams,Seattle,TE,Tight End,Tight End,Offense,28,76,255,4,1-4 Yrs,Oregon,NA
Luke Willson,Seattle,TE,Tight End,Tight End,Offense,26,77,252,4,1-4 Yrs,Rice,82
Ronnie Shields,Seattle,TE,Tight End,Tight End,Offense,24,77,234,0,Rookie,Kentucky,80
Nick Vannett,Seattle,TE,Tight End,Tight End,Offense,23,77,265,0,Rookie,Ohio State,81
George Fant,Seattle,TE,Tight End,Tight End,Offense,24,78,240,0,Rookie,Western Kentucky,NA
Jimmy Graham,Seattle,TE,Tight End,Tight End,Offense,29,79,265,7,5-8 Yrs,Miami,88
Paul Richardson,Seattle,WR,Wide Receiver,Wide Receiver,Offense,24,72,183,3,1-4 Yrs,Colorado,10
Kevin Smith,Seattle,WR,Wide Receiver,Wide Receiver,Offense,24,72,218,2,1-4 Yrs,Washington,17
Doug Baldwin,Seattle,WR,Wide Receiver,Wide Receiver,Offense,27,70,189,6,5-8 Yrs,Stanford,89
Antwan Goodley,Seattle,WR,Wide Receiver,Wide Receiver,Offense,24,70,205,1,1-4 Yrs,Baylor,14
Deshon Foxx,Seattle,WR,Wide Receiver,Wide Receiver,Offense,23,70,173,1,1-4 Yrs,Connecticut,14
Tyler Lockett,Seattle,WR,Wide Receiver,Wide Receiver,Offense,23,70,182,2,1-4 Yrs,Kansas State,16
Jermaine Kearse,Seattle,WR,Wide Receiver,Wide Receiver,Offense,26,73,209,5,5-8 Yrs,Washington,15
Tyler Slavin,Seattle,WR,Wide Receiver,Wide Receiver,Offense,24,73,201,0,Rookie,New Mexico Highlands,14
Kasen Williams,Seattle,WR,Wide Receiver,Wide Receiver,Offense,24,73,219,1,1-4 Yrs,Washington,18
Kenny Lawler,Seattle,WR,Wide Receiver,Wide Receiver,Offense,22,75,195,0,Rookie,California,4
Evan Smith,Tampa Bay,C,Center,Offensive Line,Offense,30,74,308,7,5-8 Yrs,Idaho State,62
Andrew DePaola,Tampa Bay,C,Center,Offensive Line,Offense,28,74,230,3,1-4 Yrs,Rutgers,48
Joe Hawley,Tampa Bay,C,Center,Offensive Line,Offense,27,75,302,7,5-8 Yrs,UNLV,68
Josh Allen,Tampa Bay,C,Center,Offensive Line,Offense,24,75,315,1,1-4 Yrs,Louisiana Monroe,61
Ben Gottschalk,Tampa Bay,C,Center,Offensive Line,Offense,24,77,293,1,1-4 Yrs,SMU,72
Brent Grimes,Tampa Bay,CB,Cornerback,Defensive Back,Defense,33,70,185,10,9-12 Yrs,Shippensburg,21
Alterraun Verner,Tampa Bay,CB,Cornerback,Defensive Back,Defense,27,70,187,7,5-8 Yrs,UCLA,21
Josh Robinson,Tampa Bay,CB,Cornerback,Defensive Back,Defense,25,70,199,5,5-8 Yrs,UCF,21
Joel Ross,Tampa Bay,CB,Cornerback,Defensive Back,Defense,24,70,190,1,1-4 Yrs,Appalachian State,32
Vernon Hargreaves III,Tampa Bay,CB,Cornerback,Defensive Back,Defense,21,70,204,0,Rookie,Florida,1
Jude Adjei-Barimah,Tampa Bay,CB,Cornerback,Defensive Back,Defense,24,71,200,2,1-4 Yrs,Bowling Green,38
Ryan Smith,Tampa Bay,CB,Cornerback,Defensive Back,Defense,22,71,189,0,Rookie,North Carolina Central,2
Johnthan Banks,Tampa Bay,CB,Cornerback,Defensive Back,Defense,26,74,185,4,1-4 Yrs,Mississippi State,27
Javien Elliott,Tampa Bay,DB,Defensive Back,Defensive Back,Defense,NA,71,176,0,Rookie,Florida State,NA
Howard Jones,Tampa Bay,DE,Defensive End,Front Seven,Defense,26,74,238,2,1-4 Yrs,Shepherd,95
Jacquies Smith,Tampa Bay,DE,Defensive End,Front Seven,Defense,26,74,260,3,1-4 Yrs,Missouri,56
Robert Ayers,Tampa Bay,DE,Defensive End,Front Seven,Defense,30,75,275,8,5-8 Yrs,Tennessee,NA
George Johnson,Tampa Bay,DE,Defensive End,Front Seven,Defense,28,76,265,5,5-8 Yrs,Rutgers,94
Cliff Matthews,Tampa Bay,DE,Defensive End,Front Seven,Defense,26,76,268,4,1-4 Yrs,South Carolina,96
William Gholston,Tampa Bay,DE,Defensive End,Front Seven,Defense,24,78,281,4,1-4 Yrs,Michigan State,92
Akeem Spence,Tampa Bay,DT,Defensive Tackle,Front Seven,Defense,24,73,307,4,1-4 Yrs,Illinois,97
Clinton McDonald,Tampa Bay,DT,Defensive Tackle,Front Seven,Defense,29,74,297,8,5-8 Yrs,Memphis,98
Gerald McCoy,Tampa Bay,DT,Defensive Tackle,Front Seven,Defense,28,76,300,7,5-8 Yrs,Oklahoma,93
Travis Britz,Tampa Bay,DT,Defensive Tackle,Front Seven,Defense,22,76,293,0,Rookie,Kansas State,NA
Dan Vitale,Tampa Bay,FB,Fullback,Tailback,Offense,21,73,240,0,Rookie,Northwestern,40
J.R. Sweezy,Tampa Bay,G,Guard,Offensive Line,Offense,27,77,298,5,5-8 Yrs,NC State,NA
Jeremiah George,Tampa Bay,LB,Linebacker,Front Seven,Defense,24,71,234,3,1-4 Yrs,Iowa State,52
Lavonte David,Tampa Bay,LB,Linebacker,Front Seven,Defense,26,73,233,5,5-8 Yrs,Nebraska,54
Adarius Glanton,Tampa Bay,LB,Linebacker,Front Seven,Defense,25,73,230,2,1-4 Yrs,Florida Atlantic,53
Devante Bond,Tampa Bay,LB,Linebacker,Front Seven,Defense,23,73,235,0,Rookie,Oklahoma,23
Kwon Alexander,Tampa Bay,LB,Linebacker,Front Seven,Defense,21,73,227,2,1-4 Yrs,LSU,58
Daryl Smith,Tampa Bay,LB,Linebacker,Front Seven,Defense,34,74,250,13,13+ Yrs,Georgia Tech,NA
Josh Keyes,Tampa Bay,LB,Linebacker,Front Seven,Defense,23,74,223,2,1-4 Yrs,Boston College,57
Luke Rhodes,Tampa Bay,LB,Linebacker,Front Seven,Defense,23,74,242,0,Rookie,William & Mary,50
Noah Spence,Tampa Bay,LB,Linebacker,Front Seven,Defense,22,74,254,0,Rookie,Eastern Kentucky,9
Kourtnei Brown,Tampa Bay,LB,Linebacker,Front Seven,Defense,28,76,253,2,1-4 Yrs,Clemson,59
Ali Marpet,Tampa Bay,OG,Offensive Guard,Offensive Line,Offense,23,76,307,2,1-4 Yrs,Hobart,74
Garrett Gilkey,Tampa Bay,OL,Offensive Line,Offensive Line,Offense,26,78,315,4,1-4 Yrs,Chadron State,72
Kevin Pamphile,Tampa Bay,OT,Offensive Tackle,Offensive Line,Offense,25,77,310,3,1-4 Yrs,Purdue,64
Caleb Benenoch,Tampa Bay,OT,Offensive Tackle,Offensive Line,Offense,21,77,305,0,Rookie,UCLA,74
Donovan Smith,Tampa Bay,OT,Offensive Tackle,Offensive Line,Offense,23,78,338,2,1-4 Yrs,Penn State,76
Gosder Cherilus,Tampa Bay,OT,Offensive Tackle,Offensive Line,Offense,32,79,316,9,9-12 Yrs,Boston College,78
Demar Dotson,Tampa Bay,OT,Offensive Tackle,Offensive Line,Offense,30,81,315,8,5-8 Yrs,Southern Mississippi,69
Jacob Schum,Tampa Bay,P,Punter,Special Teams,Special Teams,27,71,211,2,1-4 Yrs,Buffalo,5
Bryan Anger,Tampa Bay,P,Punter,Special Teams,Special Teams,27,75,205,5,5-8 Yrs,California,NA
Roberto Aguayo,Tampa Bay,PK,Place Kicker,Special Teams,Special Teams,22,72,207,0,Rookie,Florida State,19
Dan LeFevour,Tampa Bay,QB,Quarterback,QB,Offense,29,75,230,2,1-4 Yrs,Central Michigan,NA
Jameis Winston,Tampa Bay,QB,Quarterback,QB,Offense,22,76,231,2,1-4 Yrs,Florida State,3
Ryan Griffin,Tampa Bay,QB,Quarterback,QB,Offense,26,77,210,3,1-4 Yrs,Tulane,4
Mike Glennon,Tampa Bay,QB,Quarterback,QB,Offense,26,78,225,4,1-4 Yrs,NC State,8
Charles Sims,Tampa Bay,RB,Running Back,Tailback,Offense,25,72,211,3,1-4 Yrs,West Virginia,34
Storm Johnson,Tampa Bay,RB,Running Back,Tailback,Offense,24,72,216,2,1-4 Yrs,UCF,36
Doug Martin,Tampa Bay,RB,Running Back,Tailback,Offense,27,69,223,5,5-8 Yrs,Boise State,22
Mike James,Tampa Bay,RB,Running Back,Tailback,Offense,25,70,223,3,1-4 Yrs,Miami,25
Keith Tandy,Tampa Bay,S,Safety,Defensive Back,Defense,27,70,205,5,5-8 Yrs,West Virginia,37
Major Wright,Tampa Bay,S,Safety,Defensive Back,Defense,28,71,204,7,5-8 Yrs,Florida,31
Kimario McFadden,Tampa Bay,S,Safety,Defensive Back,Defense,25,71,197,1,1-4 Yrs,South Carolina State,33
Chris Conte,Tampa Bay,S,Safety,Defensive Back,Defense,27,74,203,6,5-8 Yrs,California,23
Bradley McDougald,Tampa Bay,SS,Strong Safety,Defensive Back,Defense,25,73,209,4,1-4 Yrs,Kansas,30
Brandon Myers,Tampa Bay,TE,Tight End,Tight End,Offense,30,75,256,8,5-8 Yrs,Iowa,82
Cameron Brate,Tampa Bay,TE,Tight End,Tight End,Offense,25,77,235,2,1-4 Yrs,Harvard,84
Austin Seferian-Jenkins,Tampa Bay,TE,Tight End,Tight End,Offense,23,77,262,3,1-4 Yrs,Washington,87
Tevin Westbrook,Tampa Bay,TE,Tight End,Tight End,Offense,23,77,257,1,1-4 Yrs,Florida,81
Luke Stocker,Tampa Bay,TE,Tight End,Tight End,Offense,28,78,253,6,5-8 Yrs,Tennessee,88
Freddie Martino,Tampa Bay,WR,Wide Receiver,Wide Receiver,Offense,24,72,195,1,1-4 Yrs,North Greenville,16
Donteea Dye,Tampa Bay,WR,Wide Receiver,Wide Receiver,Offense,22,72,195,2,1-4 Yrs,Heidelberg,17
Bernard Reedy,Tampa Bay,WR,Wide Receiver,Wide Receiver,Offense,24,69,175,1,1-4 Yrs,Toledo,89
Adam Humphries,Tampa Bay,WR,Wide Receiver,Wide Receiver,Offense,23,71,195,2,1-4 Yrs,Clemson,11
Russell Shepard,Tampa Bay,WR,Wide Receiver,Wide Receiver,Offense,25,73,195,4,1-4 Yrs,LSU,89
Kenny Bell,Tampa Bay,WR,Wide Receiver,Wide Receiver,Offense,24,73,197,2,1-4 Yrs,Nebraska,80
Louis Murphy,Tampa Bay,WR,Wide Receiver,Wide Receiver,Offense,29,74,200,8,5-8 Yrs,Florida,18
Evan Spencer,Tampa Bay,WR,Wide Receiver,Wide Receiver,Offense,23,74,208,1,1-4 Yrs,Ohio State,85
Vincent Jackson,Tampa Bay,WR,Wide Receiver,Wide Receiver,Offense,33,77,230,12,9-12 Yrs,Northern Colorado,83
Mike Evans,Tampa Bay,WR,Wide Receiver,Wide Receiver,Offense,22,77,231,3,1-4 Yrs,Texas A&M,13
Andy Gallik,Tennessee,C,Center,Offensive Line,Offense,24,74,306,2,1-4 Yrs,Boston College,69
Ben Jones,Tennessee,C,Center,Offensive Line,Offense,27,75,308,5,5-8 Yrs,Georgia,60
Brian Schwenke,Tennessee,C,Center,Offensive Line,Offense,25,75,318,4,1-4 Yrs,California,62
Beau Brinkley,Tennessee,C,Center,Offensive Line,Offense,26,76,248,5,5-8 Yrs,Missouri,48
Jason McCourty,Tennessee,CB,Cornerback,Defensive Back,Defense,28,72,193,8,5-8 Yrs,Rutgers,30
Curtis Riley,Tennessee,CB,Cornerback,Defensive Back,Defense,24,72,189,2,1-4 Yrs,Fresno State,46
Bennett Okotcha,Tennessee,CB,Cornerback,Defensive Back,Defense,23,72,195,0,Rookie,Texas San Antonio,NA
LeShaun Sims,Tennessee,CB,Cornerback,Defensive Back,Defense,22,72,203,0,Rookie,Southern Utah,36
Brice McCain,Tennessee,CB,Cornerback,Defensive Back,Defense,29,69,190,8,5-8 Yrs,Utah,NA
Antwon Blake,Tennessee,CB,Cornerback,Defensive Back,Defense,25,69,198,5,5-8 Yrs,UTEP,NA
Cody Riggs,Tennessee,CB,Cornerback,Defensive Back,Defense,24,69,187,2,1-4 Yrs,Notre Dame,37
B.W. Webb,Tennessee,CB,Cornerback,Defensive Back,Defense,26,71,190,4,1-4 Yrs,William & Mary,38
Blidi Wreh-Wilson,Tennessee,CB,Cornerback,Defensive Back,Defense,26,73,198,4,1-4 Yrs,Connecticut,25
Perrish Cox,Tennessee,DB,Defensive Back,Defensive Back,Defense,29,72,190,6,5-8 Yrs,Oklahoma State,29
Kalan Reed,Tennessee,DB,Defensive Back,Defensive Back,Defense,22,71,195,0,Rookie,Southern Mississippi,11
Jurrell Casey,Tennessee,DE,Defensive End,Front Seven,Defense,26,73,305,6,5-8 Yrs,USC,99
Karl Klug,Tennessee,DE,Defensive End,Front Seven,Defense,28,75,278,6,5-8 Yrs,Iowa,97
DaQuan Jones,Tennessee,DE,Defensive End,Front Seven,Defense,24,76,322,3,1-4 Yrs,Penn State,90
Kevin Dodd,Tennessee,DE,Defensive End,Front Seven,Defense,24,77,275,0,Rookie,Clemson,98
Mehdi Abdesmad,Tennessee,DE,Defensive End,Front Seven,Defense,24,78,282,0,Rookie,Boston College,NA
Ropati Pitoitua,Tennessee,DE,Defensive End,Front Seven,Defense,31,80,298,7,5-8 Yrs,Washington State,92
Michael Smith,Tennessee,DL,Defensive Lineman,Front Seven,Defense,23,76,285,0,Rookie,Southern Mississippi,NA
Al Woods,Tennessee,DT,Defensive Tackle,Front Seven,Defense,29,76,307,7,5-8 Yrs,LSU,96
Angelo Blackson,Tennessee,DT,Defensive Tackle,Front Seven,Defense,23,76,318,2,1-4 Yrs,Auburn,95
Austin Johnson,Tennessee,DT,Defensive Tackle,Front Seven,Defense,22,76,323,0,Rookie,Penn State,99
Terrell Lathan,Tennessee,DT,Defensive Tackle,Front Seven,Defense,22,77,280,0,Rookie,TCU,NA
Sam Bergen,Tennessee,FB,Fullback,Tailback,Offense,24,72,236,0,Rookie,Rutgers,NA
Jalston Fowler,Tennessee,FB,Fullback,Tailback,Offense,25,71,254,2,1-4 Yrs,Alabama,45
Sebastian Tretola,Tennessee,G,Guard,Offensive Line,Offense,24,76,317,0,Rookie,Arkansas,73
Josue Matias,Tennessee,G,Guard,Offensive Line,Offense,23,77,309,1,1-4 Yrs,Florida State,66
Wesley Woodyard,Tennessee,LB,Linebacker,Front Seven,Defense,30,72,233,9,9-12 Yrs,Kentucky,59
Sean Spence,Tennessee,LB,Linebacker,Front Seven,Defense,26,71,231,5,5-8 Yrs,Miami,NA
Avery Williamson,Tennessee,LB,Linebacker,Front Seven,Defense,24,73,246,3,1-4 Yrs,Kentucky,54
J.R. Tavai,Tennessee,LB,Linebacker,Front Seven,Defense,22,73,249,1,1-4 Yrs,USC,41
Nate Palmer,Tennessee,LB,Linebacker,Front Seven,Defense,26,74,248,4,1-4 Yrs,Illinois State,50
Curtis Grant,Tennessee,LB,Linebacker,Front Seven,Defense,23,74,240,1,1-4 Yrs,Ohio State,NA
Derrick Morgan,Tennessee,LB,Linebacker,Front Seven,Defense,27,75,261,7,5-8 Yrs,Georgia Tech,91
Aaron Wallace,Tennessee,LB,Linebacker,Front Seven,Defense,23,75,240,0,Rookie,UCLA,51
Brian Orakpo,Tennessee,LB,Linebacker,Front Seven,Defense,29,76,257,8,5-8 Yrs,Texas,98
Justin Staples,Tennessee,LB,Linebacker,Front Seven,Defense,26,76,245,3,1-4 Yrs,Illinois,57
David Bass,Tennessee,LB,Linebacker,Front Seven,Defense,25,76,256,4,1-4 Yrs,Missouri Western,51
Deiontrez Mount,Tennessee,LB,Linebacker,Front Seven,Defense,23,77,249,2,1-4 Yrs,Louisville,53
Antwaun Woods,Tennessee,NT,Nose Tackle,Front Seven,Defense,23,72,323,0,Rookie,USC,NA
Chance Warmack,Tennessee,OG,Offensive Guard,Offensive Line,Offense,24,74,323,4,1-4 Yrs,Alabama,70
Quinton Spain,Tennessee,OG,Offensive Guard,Offensive Line,Offense,24,76,330,2,1-4 Yrs,West Virginia,60
Sam Carlson,Tennessee,OT,Offensive Tackle,Offensive Line,Offense,23,76,280,0,Rookie,Colorado State,NA
Byron Bell,Tennessee,OT,Offensive Tackle,Offensive Line,Offense,27,77,340,6,5-8 Yrs,New Mexico,76
Tyler Marz,Tennessee,OT,Offensive Tackle,Offensive Line,Offense,23,77,322,0,Rookie,Wisconsin,NA
Jeremiah Poutasi,Tennessee,OT,Offensive Tackle,Offensive Line,Offense,21,77,335,2,1-4 Yrs,Utah,72
Nick Ritcher,Tennessee,OT,Offensive Tackle,Offensive Line,Offense,23,78,304,0,Rookie,Richmond,NA
Jack Conklin,Tennessee,OT,Offensive Tackle,Offensive Line,Offense,21,78,325,0,Rookie,Michigan State,74
Taylor Lewan,Tennessee,OT,Offensive Tackle,Offensive Line,Offense,25,79,309,3,1-4 Yrs,Michigan,77
William Poehls,Tennessee,OT,Offensive Tackle,Offensive Line,Offense,24,80,334,1,1-4 Yrs,Montana,75
Brett Kern,Tennessee,P,Punter,Special Teams,Special Teams,30,74,214,9,9-12 Yrs,Toledo,6
Ryan Succop,Tennessee,PK,Place Kicker,Special Teams,Special Teams,29,74,218,8,5-8 Yrs,South Carolina,4
